Color,Style,Pattern Type,Type,Fabric,Material,Composition,Care Instructions,rating,price,category,Polyester,Elastane,Viscose,Spandex,Cotton,Metallized Fibres,Polyamide,Rayon,Silk,Nylon,Cashmere,Linen,Polyurethane
Multicolor ,Boho ,All Over Print ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,pants,100.0,,,,,,,,,,,,
Multicolor ,Casual ,"Graphic, Slogan ",Jogger ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,39.0,pants,100.0,,,,,,,,,,,,
Multicolor ,Casual ,Plaid ,Straight Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.74,69.0,pants,100.0,,,,,,,,,,,,
Khaki ,Casual ,Plain ,Flare Leg ,Non-Stretch ,Woven Fabric ,"70% Polyester, 30% Linen ",Machine wash or professional dry clean ,0.0,59.0,pants,70.0,,,,,,,,,,,30.0,
Black ,Casual ,Striped ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,49.0,pants,100.0,,,,,,,,,,,,
Multicolor ,Casual ,All Over Print ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,49.0,pants,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,Wide Leg ,Slight Stretch ,Tweed ,100% Polyester ,Machine wash or professional dry clean ,4.33,39.0,pants,100.0,,,,,,,,,,,,
Mocha Brown ,Boho ,Leopard Print ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.93,49.0,pants,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,Tapered/Carrot ,Slight Stretch ,Fabric ,"99% Polyester, 1% Elastane ",Machine wash or professional dry clean ,4.84,39.0,pants,99.0,1.0,,,,,,,,,,,
Apricot ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,"92% Polyester, 8% Elastane ",Machine wash or professional dry clean ,0.0,79.0,pants,92.0,8.0,,,,,,,,,,,
Black ,Elegant ,Plain ,Wide Leg ,Non-Stretch ,Chiffon ,100% Polyester ,Machine wash or professional dry clean ,4.87,89.0,pants,100.0,,,,,,,,,,,,
Multicolor ,Casual ,All Over Print ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,49.0,pants,100.0,,,,,,,,,,,,
Mocha Brown ,Boho ,Leopard Print ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.93,49.0,pants,100.0,,,,,,,,,,,,
Apricot ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,"92% Polyester, 8% Elastane ",Machine wash or professional dry clean ,0.0,79.0,pants,92.0,8.0,,,,,,,,,,,
Beige ,Elegant ,Plain ,Tapered/Carrot ,Slight Stretch ,PU Leather ,100% Polyester ,"Hand wash,do not dry clean ",5.0,89.0,pants,100.0,,,,,,,,,,,,
White ,Casual ,Plain ,Straight Leg ,Slight Stretch ,Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.85,69.0,pants,,,,,100.0,,,,,,,,
Brown ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0.0,59.0,pants,97.0,3.0,,,,,,,,,,,
White ,Casual ,Plain ,Tapered/Carrot ,Non-Stretch ,Fabric ,"68.6% Viscose, 21.2% Polyester, 10.2% Spandex ",Hand wash or professional dry clean ,4.85,109.0,pants,21.2,,68.6,10.2,,,,,,,,,
Beige ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,"50% Cotton, 50% Viscose ",Machine wash or professional dry clean ,0.0,69.0,pants,,,50.0,,50.0,,,,,,,,
Purple ,Party ,Plain ,Flare Leg ,Slight Stretch ,Metallic ,"94% Polyamide, 4% Metallized Fibres, 2% Elastane ","Hand wash,do not dry clean ",0.0,69.0,pants,,2.0,,,,4.0,94.0,,,,,,
Baby Pink ,Elegant ,All Over Print ,Flare Leg ,Slight Stretch ,Knitted Fabric ,"95% Polyamide, 5% Elastane ",Machine wash or professional dry clean ,5.0,39.0,pants,,5.0,,,,,95.0,,,,,,
Black ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.74,49.0,pants,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,Flare Leg ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,59.0,pants,95.0,5.0,,,,,,,,,,,
Grey ,Casual ,Geometric ,Cargo Pants ,Non-Stretch ,Woven Fabric ,"92% Polyester, 8% Viscose ",Machine wash or professional dry clean ,0.0,79.0,pants,92.0,,8.0,,,,,,,,,,
White ,Casual ,Rainbow Stripe ,Straight Leg ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.82,49.0,pants,95.0,5.0,,,,,,,,,,,
Grey ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Fabric ,"65% Polyester, 30% Viscose, 5% Polyamide ",Machine wash or professional dry clean ,4.93,79.0,pants,65.0,,30.0,,,,5.0,,,,,,
Black ,Elegant ,Plain ,Flare Leg ,Slight Stretch ,PU Leather ,100% Polyester ,Hand wash or professional dry clean ,4.0,69.0,pants,100.0,,,,,,,,,,,,
Black ,Party ,Plain ,Straight Leg ,Non-Stretch ,PU Leather ,100% Polyester ,Machine wash or professional dry clean ,4.82,79.0,pants,100.0,,,,,,,,,,,,
Camel ,Casual ,Plain ,Tapered/Carrot ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.83,49.0,pants,100.0,,,,,,,,,,,,
Pink ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,pants,100.0,,,,,,,,,,,,
Black ,Casual ,Striped ,Wide Leg ,Non-Stretch ,Woven Fabric ,"80% Polyester, 16% Viscose, 4% Elastane ",Machine wash or professional dry clean ,4.83,39.0,pants,80.0,4.0,16.0,,,,,,,,,,
Black ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,69.0,pants,100.0,,,,,,,,,,,,
Black ,Casual ,Plaid ,Tapered/Carrot ,Non-Stretch ,Fabric ,"50% Cotton, 50% Polyester ",Machine wash or professional dry clean ,4.89,39.0,pants,50.0,,,,50.0,,,,,,,,
Multicolor ,Boho ,Floral ,Wide Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.82,29.0,pants,100.0,,,,,,,,,,,,
Multicolor ,Boho ,Chevron ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,39.0,pants,100.0,,,,,,,,,,,,
Black and White ,Casual ,All Over Print ,Jogger ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,49.0,pants,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,Straight Leg ,Non-Stretch ,PU Leather ,100% Polyester ,Machine wash or professional dry clean ,4.89,69.0,pants,100.0,,,,,,,,,,,,
Multicolor ,Boho ,Tribal ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Viscose ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,49.0,pants,,,100.0,,,,,,,,,,
Multicolor ,Boho ,Floral ,Flare Leg ,Slight Stretch ,Knitted Fabric ,"89% Polyester, 11% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0.0,29.0,pants,89.0,11.0,,,,,,,,,,,
Black ,Boho ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.94,49.0,pants,100.0,,,,,,,,,,,,
Burgundy ,Party ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,39.0,pants,100.0,,,,,,,,,,,,
Multicolor ,Casual ,"Letter, Graphic ",Tapered/Carrot ,Non-Stretch ,Fabric ,100% Viscose ,Machine wash or professional dry clean ,4.84,29.0,pants,,,100.0,,,,,,,,,,
Black ,Casual ,Plain ,Skinny ,High Stretch ,Knitted Fabric ,"92% Polyester, 8% Elastane ",Machine wash or professional dry clean ,5.0,49.0,pants,92.0,8.0,,,,,,,,,,,
Black ,Elegant ,Plain ,Wide Leg ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.88,49.0,pants,95.0,,,5.0,,,,,,,,,
Green ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,"97% Polyester, 3% Spandex ",Machine wash or professional dry clean ,0.0,49.0,pants,97.0,,,3.0,,,,,,,,,
Chocolate Brown ,Casual ,Floral ,Flare Leg ,Non-Stretch ,Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.71,69.0,pants,,,,,100.0,,,,,,,,
Apricot ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,"91% Viscose, 9% Polyester ",Machine wash or professional dry clean ,4.8,69.0,pants,9.0,,91.0,,,,,,,,,,
Burgundy ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,pants,100.0,,,,,,,,,,,,
Black ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,0.0,69.0,pants,94.0,6.0,,,,,,,,,,,
Black ,Casual ,Plain ,Skinny ,High Stretch ,PU Leather ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,29.18,pants,95.0,5.0,,,,,,,,,,,
Brown ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Linen ,"45% Linen, 35% Viscose, 20% Cotton ","Machine wash, do not dry clean ",4.85,69.0,pants,,,35.0,,20.0,,,,,,,45.0,
Light Grey ,Casual ,Plain ,Wide Leg ,Slight Stretch ,Knitted Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,69.0,pants,100.0,,,,,,,,,,,,
Dark Grey ,Casual ,Plain ,Jogger ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,59.0,pants,100.0,,,,,,,,,,,,
Black and White ,Party ,Striped ,Jogger ,Slight Stretch ,Knitted Fabric ,"96% Polyester, 4% Elastane ","Hand wash,do not dry clean ",0.0,69.0,pants,96.0,4.0,,,,,,,,,,,
Black ,Casual ,Plain ,Wide Leg ,Medium Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.83,39.5,pants,97.0,3.0,,,,,,,,,,,
Black ,Casual ,Striped ,Cargo Pants ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,pants,100.0,,,,,,,,,,,,
Black ,Casual ,Plain ,Jogger ,Non-Stretch ,PU Leather ,100% Polyurethane ,Hand wash or professional dry clean ,4.89,69.0,pants,,,,,,,,,,,,,100.0
Green ,Sexy ,Colorblock ,Skinny ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",5.0,49.0,pants,95.0,5.0,,,,,,,,,,,
Dark Green ,Elegant ,Plain ,Skinny ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.9,39.0,pants,95.0,5.0,,,,,,,,,,,
Beige ,Casual ,Plain ,Jogger ,Non-Stretch ,Flannelette ,100% Polyester ,Machine wash or professional dry clean ,2.0,59.0,pants,100.0,,,,,,,,,,,,
Black ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.6,49.0,pants,100.0,,,,,,,,,,,,
Black ,Casual ,Plain ,Skinny ,High Stretch ,PU Leather ,100% Polyester ,"Hand wash,do not dry clean ",5.0,39.0,pants,100.0,,,,,,,,,,,,
Hot Pink ,Casual ,Letter ,Straight Leg ,Medium Stretch ,Fabric ,"62% Polyester, 34% Cotton, 4% Elastane ",Machine wash or professional dry clean ,4.9,49.0,pants,62.0,4.0,,,34.0,,,,,,,,
Multicolor ,Boho ,"Polka Dot, Striped ",Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,39.0,pants,100.0,,,,,,,,,,,,
Black ,Party ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,69.0,pants,100.0,,,,,,,,,,,,
Black ,Casual ,Plain ,Straight Leg ,Slight Stretch ,Fabric ,"96% Polyester, 4% Elastane ","Hand wash,do not dry clean ",4.83,39.0,pants,96.0,4.0,,,,,,,,,,,
Dark Grey ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Tweed ,"75% Polyester, 25% Viscose ",Hand wash or professional dry clean ,4.89,69.0,pants,75.0,,25.0,,,,,,,,,,
Black and White ,Boho ,"Geometric, Tribal ",Wide Leg ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,29.0,pants,95.0,5.0,,,,,,,,,,,
Black ,Elegant ,Plain ,Flare Leg ,Slight Stretch ,PU Leather ,100% Polyester ,"Machine wash, do not dry clean ",4.87,89.0,pants,100.0,,,,,,,,,,,,
Orange ,Boho ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,"86% Viscose, 14% Linen ",Machine wash or professional dry clean ,4.91,59.0,pants,,,86.0,,,,,,,,,14.0,
White ,Casual ,Plain ,Jogger ,Non-Stretch ,Woven Fabric ,"85% Viscose, 15% Linen ",Machine wash or professional dry clean ,5.0,59.0,pants,,,85.0,,,,,,,,,15.0,
Dark Green ,Elegant ,Plain ,Wide Leg ,Slight Stretch ,Corduroy ,"87% Polyester, 8% Metallized Fibres, 5% Elastane ",Machine wash or professional dry clean ,4.6,49.0,pants,87.0,5.0,,,,8.0,,,,,,,
Army Green ,Party ,Plain ,Jogger ,Slight Stretch ,PU Leather ,100% Polyester ,"Machine wash, do not dry clean ",5.0,49.0,pants,100.0,,,,,,,,,,,,
Army Green ,Casual ,Plain ,Straight Leg ,Slight Stretch ,Woven Fabric ,"64% Viscose, 31% Polyamide, 5% Elastane ",Machine wash or professional dry clean ,0.0,69.0,pants,,5.0,64.0,,,,31.0,,,,,,
Multicolor ,Sexy ,Camo ,Cargo Pants ,Non-Stretch ,Fabric ,100% Viscose ,Hand wash or professional dry clean ,5.0,99.0,pants,,,100.0,,,,,,,,,,
Royal Blue ,Elegant ,Plain ,Flare Leg ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,49.0,pants,95.0,5.0,,,,,,,,,,,
Black ,Casual ,Striped ,Flare Leg ,Non-Stretch ,Woven Fabric ,"60% Cotton, 40% Polyester ",Machine wash or professional dry clean ,0.0,39.0,pants,40.0,,,,60.0,,,,,,,,
Black ,Casual ,Plain ,Skinny ,Slight Stretch ,PU Leather ,"94% Polyester, 6% Elastane ",Hand wash or professional dry clean ,4.42,49.0,pants,94.0,6.0,,,,,,,,,,,
Black ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,"94% Polyester, 6% Viscose ",Machine wash or professional dry clean ,0.0,59.0,pants,94.0,,6.0,,,,,,,,,,
Khaki ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.81,49.0,pants,100.0,,,,,,,,,,,,
Hot Pink ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,pants,100.0,,,,,,,,,,,,
Black ,Casual ,Plain ,Straight Leg ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.78,59.0,pants,95.0,5.0,,,,,,,,,,,
Apricot ,Elegant ,Plain ,Flare Leg ,High Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0.0,49.0,pants,100.0,,,,,,,,,,,,
Black ,Casual ,Striped ,Flare Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.68,49.0,pants,100.0,,,,,,,,,,,,
Maroon ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Knitted Fabric ,"62% Polyester, 34% Cotton, 4% Elastane ",Machine wash or professional dry clean ,0.0,39.0,pants,62.0,4.0,,,34.0,,,,,,,,
Beige ,Elegant ,Plain ,Tapered/Carrot ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Do not wash ,5.0,59.0,pants,95.0,5.0,,,,,,,,,,,
Rusty Rose ,Party ,Plain ,Skinny ,Medium Stretch ,Knitted Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,4.85,39.0,pants,90.0,10.0,,,,,,,,,,,
Black ,Casual ,Plain ,Tapered/Carrot ,Slight Stretch ,Fabric ,"70% Polyester, 30% Cotton ","Machine wash, do not dry clean ",4.92,59.0,pants,70.0,,,,30.0,,,,,,,,
Multicolor ,Casual ,Plaid ,Wide Leg ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,69.0,pants,95.0,5.0,,,,,,,,,,,
Black ,Casual ,Plain ,Wide Leg ,Medium Stretch ,Knitted Fabric ,"90% Viscose, 10% Elastane ",Hand wash or professional dry clean ,5.0,69.0,pants,,10.0,90.0,,,,,,,,,,
Black ,Party ,Plain ,Skinny ,Medium Stretch ,PU Leather ,"98% Polyester, 2% Elastane ",Hand wash or professional dry clean ,4.5,59.0,pants,98.0,2.0,,,,,,,,,,,
Beige ,Casual ,Plain ,Skinny ,Slight Stretch ,Knitted Fabric ,"99% Polyester, 1% Elastane ",Machine wash or professional dry clean ,4.94,39.0,pants,99.0,1.0,,,,,,,,,,,
Grey ,Casual ,Plain ,Flare Leg ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,49.0,pants,95.0,5.0,,,,,,,,,,,
Brown ,Elegant ,Plain ,Wide Leg ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",4.75,49.0,pants,95.0,5.0,,,,,,,,,,,
Navy Blue ,Casual ,Striped ,Jogger ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,39.0,pants,95.0,5.0,,,,,,,,,,,
Black ,Casual ,Plain ,Tapered/Carrot ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,pants,100.0,,,,,,,,,,,,
Black ,Casual ,Plain ,Skinny ,Non-Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,49.0,pants,95.0,5.0,,,,,,,,,,,
Black ,Elegant ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.92,49.0,pants,100.0,,,,,,,,,,,,
Pink ,Elegant ,Plain ,Flare Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,69.0,pants,100.0,,,,,,,,,,,,
Dark Grey ,Casual ,Plain ,Jogger ,Non-Stretch ,Woven Fabric ,"94% Polyester, 6% Spandex ",Machine wash or professional dry clean ,4.88,69.0,pants,94.0,,,6.0,,,,,,,,,
Multicolor ,Casual ,Paisley ,Skinny ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,39.0,pants,95.0,5.0,,,,,,,,,,,
Army Green ,Casual ,Plain ,Tapered/Carrot ,Non-Stretch ,Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.75,39.0,pants,,,,,100.0,,,,,,,,
Red ,Elegant ,Plain ,Tapered/Carrot ,Non-Stretch ,Woven Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,5.0,59.0,pants,94.0,6.0,,,,,,,,,,,
Apricot ,Casual ,Plain ,Cargo Pants ,Slight Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.87,59.0,pants,97.0,3.0,,,,,,,,,,,
Black ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.84,59.0,pants,100.0,,,,,,,,,,,,
Khaki ,Casual ,Plain ,Flare Leg ,Medium Stretch ,Knitted Fabric ,"98% Polyester, 2% Elastane ",Machine wash or professional dry clean ,4.33,29.0,pants,98.0,2.0,,,,,,,,,,,
Black ,Elegant ,Plain ,Tapered/Carrot ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,49.0,pants,100.0,,,,,,,,,,,,
Grey ,Casual ,Plain ,Wide Leg ,Slight Stretch ,Fabric ,"65% Polyester, 35% Cotton ",Machine wash or professional dry clean ,4.87,39.0,pants,65.0,,,,35.0,,,,,,,,
Redwood ,Boho ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Cotton ,Machine wash or professional dry clean ,0.0,59.0,pants,,,,,100.0,,,,,,,,
Khaki ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,"80% Viscose, 20% Polyester ","Machine wash, do not dry clean ",4.84,79.0,pants,20.0,,80.0,,,,,,,,,,
Black and White ,Casual ,Plaid ,Flare Leg ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.0,49.0,pants,95.0,5.0,,,,,,,,,,,
Black ,Elegant ,Plain ,Flare Leg ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.81,39.0,pants,95.0,5.0,,,,,,,,,,,
Black ,Casual ,Floral ,Straight Leg ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",5.0,49.0,pants,100.0,,,,,,,,,,,,
Khaki ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,"85% Cotton, 15% Polyester ","Machine wash, do not dry clean ",4.9,79.0,pants,15.0,,,,85.0,,,,,,,,
Khaki ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.5,39.0,pants,96.0,4.0,,,,,,,,,,,
Dark Green ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.8,49.0,pants,100.0,,,,,,,,,,,,
Orange ,Boho ,Plain ,Wide Leg ,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,0.0,59.0,pants,95.0,,,5.0,,,,,,,,,
Black ,Casual ,Plain ,Skinny ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.81,59.0,pants,95.0,,,5.0,,,,,,,,,
Blue and White ,Boho ,Ditsy Floral ,Wide Leg ,Slight Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0.0,49.0,pants,97.0,3.0,,,,,,,,,,,
Black ,Elegant ,Plain ,Flare Leg ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,69.0,pants,95.0,5.0,,,,,,,,,,,
Black ,Sexy ,Plain ,Flare Leg ,Slight Stretch ,PU Leather ,100% Polyester ,"Hand wash,do not dry clean ",0.0,59.0,pants,100.0,,,,,,,,,,,,
Black ,Party ,Plain ,Straight Leg ,Slight Stretch ,PU Leather ,100% Polyester ,"Hand wash,do not dry clean ",5.0,39.0,pants,100.0,,,,,,,,,,,,
Burgundy ,Party ,"Colorblock, Graphic ",Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,49.0,pants,100.0,,,,,,,,,,,,
Dark Grey ,Casual ,Letter ,Cargo Pants ,Non-Stretch ,Woven Fabric ,100% Cotton ,Machine wash or professional dry clean ,5.0,59.0,pants,,,,,100.0,,,,,,,,
Black and White ,Casual ,Geometric ,Straight Leg ,Slight Stretch ,Flannelette ,100% Polyester ,Hand wash or professional dry clean ,4.95,39.0,pants,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,Skinny ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.43,49.0,pants,95.0,5.0,,,,,,,,,,,
Purple ,Elegant ,Plain ,Straight Leg ,Slight Stretch ,Woven Fabric ,"76% Viscose, 21% Polyamide, 3% Elastane ",Machine wash or professional dry clean ,4.6,59.0,pants,,3.0,76.0,,,,21.0,,,,,,
Navy Blue ,Elegant ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,29.0,pants,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,0.0,49.0,pants,90.0,10.0,,,,,,,,,,,
Grey ,Casual ,Plain ,Skinny ,Slight Stretch ,Knitted Fabric ,"61% Polyester, 33% Viscose, 6% Elastane ",Machine wash or professional dry clean ,4.86,39.0,pants,61.0,6.0,33.0,,,,,,,,,,
Dark Grey ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,100% Cotton ,"Machine wash, do not dry clean ",5.0,69.0,pants,,,,,100.0,,,,,,,,
Hot Pink ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,pants,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.0,59.0,pants,95.0,5.0,,,,,,,,,,,
Multicolor ,Casual ,Striped ,Wide Leg ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0.0,49.0,pants,95.0,5.0,,,,,,,,,,,
Black ,Casual ,Plain ,Wide Leg ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",5.0,99.0,pants,100.0,,,,,,,,,,,,
Lime Green ,Casual ,Plain ,Wide Leg ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,99.0,pants,95.0,5.0,,,,,,,,,,,
Black ,Elegant ,Plain ,Flare Leg ,Slight Stretch ,Knitted Fabric ,"90% Polyester, 10% Elastane ","Hand wash,do not dry clean ",5.0,39.0,pants,90.0,10.0,,,,,,,,,,,
Mint Green ,Casual ,Plain ,Straight Leg ,Medium Stretch ,Woven Fabric ,"92% Polyester, 8% Elastane ",Machine wash or professional dry clean ,4.91,79.0,pants,92.0,8.0,,,,,,,,,,,
