Color:,Style:,Pattern Type:,Type:,Fabric:,Material:,Composition:,Care Instructions:,rating,price,category
Pink ,Boho ,"Floral, All Over Print ",Bodycon ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,79.0,dresses
Black ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",5.0,99.0,dresses
Dusty Pink ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,4.92,49.0,dresses
Navy Blue ,Casual ,Colorblock ,Tunic ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.9,69.0,dresses
Brown ,Elegant ,Plain ,A Line ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,4.0,79.0,dresses
Multicolor ,Party ,Colorblock ,Bodycon ,Medium Stretch ,Mesh Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,4.89,49.0,dresses
Burnt Orange ,Elegant ,Plain ,Shirt ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,139.0,dresses
Coffee Brown ,Casual ,Plain ,Pinafore ,Non-Stretch ,Corduroy ,"97% Polyester, 3% Elastane ",Hand wash or professional dry clean ,4.84,29.0,dresses
Black ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.86,99.0,dresses
Army Green ,Casual ,Plain ,Shirt ,Slight Stretch ,Woven Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,0.0,59.0,dresses
Mint Green ,Casual ,Plain ,Fit and Flare ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.91,49.0,dresses
White ,Casual ,Plain ,A Line ,Non-Stretch ,Chiffon ,100% Polyester ,"Hand wash,do not dry clean ",0.0,79.0,dresses
Black ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95.7% Polyester, 4.3% Elastane ",Machine wash or professional dry clean ,4.77,149.0,dresses
Grey ,Elegant ,Plaid ,A Line ,Non-Stretch ,Fabric ,"80% Polyester, 17% Viscose, 3% Spandex ",Machine wash or professional dry clean ,0.0,349.0,dresses
Navy Blue ,Boho ,"Floral, Paisley ",A Line ,Non-Stretch ,Fabric ,100% Viscose ,Hand wash or professional dry clean ,0.0,149.0,dresses
Multicolor ,Elegant ,All Over Print ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.75,69.0,dresses
Black and White ,Elegant ,Colorblock ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.86,59.0,dresses
Black and White ,Casual ,Houndstooth ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.83,47.0,dresses
Navy Blue ,Casual ,Plain ,Smock ,Slight Stretch ,Knitted Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,0.0,79.0,dresses
Chocolate Brown ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.76,49.0,dresses
Baby Pink ,Party ,Plain ,Cami ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.94,99.0,dresses
Beige ,Boho ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Cotton, 5% Elastane ",Machine wash or professional dry clean ,4.89,49.0,dresses
Black ,Sexy ,Plain ,Cami ,Medium Stretch ,Knitted Fabric ,"67% Polyester, 30% Viscose, 3% Elastane ",Machine wash or professional dry clean ,4.85,49.0,dresses
Lime Green ,Elegant ,Plain ,Fitted ,High Stretch ,Knitted Fabric ,"93% Rayon, 7% Spandex ",Machine wash or professional dry clean ,4.9,39.0,dresses
Dark Green ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"61% Polyester, 33% Viscose, 6% Elastane ",Machine wash or professional dry clean ,4.92,39.0,dresses
Black ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,39.0,dresses
Hot Pink ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,79.0,dresses
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,4.93,49.0,dresses
Grey ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.0,39.0,dresses
Black ,Elegant ,Plain ,Tunic ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,49.0,dresses
Black ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,49.0,dresses
Hot Pink ,Party ,Plain ,A Line ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,5.0,29.0,dresses
Red Violet ,Party ,Plain ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.95,189.0,dresses
Multicolor ,Casual ,Plaid ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.87,47.0,dresses
White ,Party ,Plain ,Fitted ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.89,159.0,dresses
Multicolor ,Casual ,Plaid ,A Line ,Slight Stretch ,Knitted Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.95,39.0,dresses
Black ,Sexy ,Plain ,Cami ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.78,39.0,dresses
Black ,Party ,Plain ,Fitted ,Medium Stretch ,Flannelette ,"95% Polyester, 5% Spandex ",Hand wash or professional dry clean ,4.94,159.0,dresses
Black ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.95,39.0,dresses
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"94% Viscose, 6% Elastane ",Machine wash or professional dry clean ,4.89,49.0,dresses
Black ,Party ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,"80% Viscose, 20% Polyester ",Machine wash or professional dry clean ,4.85,89.0,dresses
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.92,49.0,dresses
Black ,Sexy ,Plain ,Cami ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.29,59.0,dresses
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"67% Polyester, 30% Viscose, 3% Elastane ",Machine wash or professional dry clean ,4.87,59.0,dresses
Blue ,Party ,Plain ,A Line ,Medium Stretch ,Knitted Fabric ,100% Polyester ,"Machine wash, do not dry clean ",5.0,49.0,dresses
White ,Boho ,Floral ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",5.0,79.0,dresses
Black and White ,Casual ,Animal ,Bodycon ,Slight Stretch ,Flannelette ,100% Polyester ,Hand wash or professional dry clean ,4.86,49.0,dresses
White ,Sexy ,Plain ,Cami ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,49.0,dresses
Multicolor ,Casual ,All Over Print ,A Line ,Slight Stretch ,Knitted Fabric ,"99% Polyester, 1% Elastane ",Machine wash or professional dry clean ,4.97,59.0,dresses
Black ,Party ,Plain ,Bodycon ,Slight Stretch ,Flannelette ,100% Polyester ,Machine wash or professional dry clean ,4.94,49.0,dresses
Black ,Elegant ,Plain ,Fitted ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.5,79.0,dresses
White ,Boho ,Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,79.0,dresses
Black ,Elegant ,Floral ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",5.0,89.0,dresses
Apricot ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,"97% Polyester, 3% Spandex ",Machine wash or professional dry clean ,4.88,59.0,dresses
Violet Purple ,Party ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.94,89.0,dresses
Black ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.9,139.0,dresses
Dark Green ,Party ,Plain ,Bodycon ,Slight Stretch ,Satin ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.95,47.0,dresses
Red Violet ,Casual ,Plain ,Fitted ,High Stretch ,Fabric ,"72% Polyester, 28% Viscose ",Machine wash or professional dry clean ,0.0,29.0,dresses
Multicolor ,Boho ,Floral ,A Line ,Medium Stretch ,Knitted Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,49.0,dresses
White ,Elegant ,Plain ,Cami ,Slight Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,119.0,dresses
Royal Blue ,Party ,Plain ,Cami ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,4.81,49.0,dresses
Black and White ,Casual ,"Striped, Letter ",Tee ,Slight Stretch ,Knitted Fabric ,"88% Polyester, 10% Viscose, 2% Elastane ",Machine wash or professional dry clean ,5.0,39.0,dresses
Light Grey ,Casual ,Plain ,Bodycon ,High Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,5.0,29.0,dresses
Apricot ,Casual ,All Over Print ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,49.0,dresses
Khaki ,Casual ,Plain ,Tee ,High Stretch ,Rib knit ,"60% Polyester, 35% Viscose, 5% Elastane ",Machine wash or professional dry clean ,5.0,59.0,dresses
Black ,Boho ,"Floral, All Over Print ",Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,49.0,dresses
Navy Blue ,Party ,Plain ,A Line ,Non-Stretch ,Sequins ,100% Polyester ,"Hand wash,do not dry clean ",5.0,179.0,dresses
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Mesh Fabric ,"94% Polyamide, 6% Elastane ",Machine wash or professional dry clean ,4.93,49.0,dresses
Navy Blue ,Casual ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,59.0,dresses
Purple ,Elegant ,Plain ,Fitted ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.67,59.0,dresses
Redwood ,Casual ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,"90% Polyester, 10% Polyamide ",Machine wash or professional dry clean ,5.0,69.0,dresses
Light Grey ,Casual ,Plain ,Tee ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,49.0,dresses
Mint Green ,Party ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",5.0,109.0,dresses
Light Grey ,Elegant ,Plain ,A Line ,Slight Stretch ,Knitted Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.83,29.0,dresses
Baby Blue ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,59.0,dresses
White ,Elegant ,Plain ,Shirt ,Medium Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.83,69.0,dresses
Dusty Pink ,Party ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.9,99.0,dresses
Blue and White ,Boho ,All Over Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,49.0,dresses
Navy Blue ,Party ,Plain ,A Line ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.0,79.0,dresses
Burnt Orange ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.93,69.0,dresses
Multicolor ,Casual ,Chevron ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,69.0,dresses
White ,Sexy ,Plain ,Cami ,Slight Stretch ,Satin ,"90% Polyester, 10% Elastane ",Hand wash or professional dry clean ,5.0,39.0,dresses
Navy Blue ,Party ,Plain ,A Line ,Slight Stretch ,Sequins ,"95% Polyester, 5% Spandex ","Hand wash,do not dry clean ",5.0,219.0,dresses
Black ,Sexy ,Plain ,Fitted ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.94,39.0,dresses
Baby Pink ,Elegant ,Plain ,Shirt ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,5.0,119.0,dresses
Black ,Elegant ,Polka Dot ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.97,39.0,dresses
Dark Green ,Elegant ,Plain ,Fitted ,Non-Stretch ,Satin ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.91,63.0,dresses
White ,Elegant ,Plain ,Fit and Flare ,High Stretch ,Satin ,"92% Polyester, 8% Elastane ","Hand wash,do not dry clean ",4.63,99.0,dresses
Black ,Sexy ,Plain ,Bodycon ,High Stretch ,Fabric ,100% Nylon ,Machine wash or professional dry clean ,4.94,89.0,dresses
Dark Green ,Sexy ,Plain ,Fitted ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.95,39.0,dresses
Purple ,Elegant ,Plain ,A Line ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,5.0,119.0,dresses
Multicolor ,Casual ,Plaid ,A Line ,Slight Stretch ,Fabric ,"97% Polyester, 3% Elastane ","Hand wash,do not dry clean ",4.93,39.0,dresses
Silver ,Party ,Plain ,Tunic ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,89.0,dresses
Multicolor ,Casual ,Plaid ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.87,69.0,dresses
Burgundy ,Casual ,Plain ,Fitted ,Slight Stretch ,Knitted Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,4.82,39.0,dresses
Light Grey ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"68% Polyester, 28% Viscose, 4% Elastane ",Machine wash or professional dry clean ,4.93,49.0,dresses
Black ,Sexy ,Plain ,Bodycon ,High Stretch ,PU Leather ,100% Polyester ,Hand wash or professional dry clean ,0.0,39.0,dresses
Mint Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,"85% Viscose, 15% Polyamide ",Machine wash or professional dry clean ,0.0,99.0,dresses
Multicolor ,Elegant ,"Geometric, All Over Print ",Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,49.0,dresses
Purple ,Casual ,All Over Print ,Fitted ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.85,69.0,dresses
Khaki ,Casual ,Plain ,Fitted ,High Stretch ,Fabric ,"68% Polyester, 28% Viscose, 4% Spandex ",Machine wash or professional dry clean ,5.0,89.0,dresses
Black ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,89.0,dresses
Black ,Party ,Plain ,Bodycon ,Slight Stretch ,Metallic ,"80% Polyamide, 15% Metallized Fibres, 5% Elastane ","Hand wash,do not dry clean ",5.0,49.0,dresses
Black ,Elegant ,Colorblock ,Fitted ,Medium Stretch ,Fabric ,"95% Polyamide, 5% Elastane ",Machine wash or professional dry clean ,4.89,69.0,dresses
Multicolor ,Casual ,Plaid ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",5.0,69.0,dresses
Mint Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,79.0,dresses
Black ,Casual ,Plain ,Tee ,Medium Stretch ,Fabric ,"65% Polyester, 35% Viscose ","Machine wash, do not dry clean ",4.88,39.0,dresses
Black ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,49.0,dresses
Black and White ,Sexy ,"Figure, All Over Print ",Bodycon ,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Spandex ",Hand wash or professional dry clean ,4.78,39.0,dresses
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,59.0,dresses
Mocha Brown ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,39.0,dresses
Black ,Elegant ,Colorblock ,Tee ,Slight Stretch ,Knitted Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,59.0,dresses
Black ,Casual ,Plain ,Fitted ,Slight Stretch ,Fabric ,"67% Polyester, 30% Viscose, 3% Elastane ",Machine wash or professional dry clean ,4.84,39.0,dresses
Mint Green ,Boho ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,79.0,dresses
Multicolor ,Casual ,Geometric ,Tunic ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,39.0,dresses
Army Green ,Casual ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,100% Viscose ,Machine wash or professional dry clean ,0.0,69.0,dresses
Brown ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,dresses
Burgundy ,Party ,Plain ,A Line ,Non-Stretch ,Satin ,100% Polyester ,"Hand wash,do not dry clean ",4.97,179.0,dresses
Blue and White ,Boho ,Plants ,Shirt ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.9,39.0,dresses
Black ,Elegant ,Plain ,Tunic ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.83,49.0,dresses
Brown ,Casual ,Plain ,Tunic ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.84,39.0,dresses
Grey ,Elegant ,Plain ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.7,69.0,dresses
Multicolor ,Boho ,Ditsy Floral ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,39.0,dresses
Multicolor ,Casual ,"Colorblock, Graphic ",A Line ,Medium Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.9,39.0,dresses
Rusty Rose ,Elegant ,Plain ,Fitted ,High Stretch ,Fabric ,"90% Polyester, 10% Spandex ",Machine wash or professional dry clean ,4.9,69.0,dresses
Green ,Sexy ,Plain ,Cami ,Slight Stretch ,Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,4.9,39.0,dresses
Black ,Casual ,Plain ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,79.0,dresses
Burgundy ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.92,39.0,dresses
Black ,Sexy ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,0.0,49.0,dresses
Multicolor ,Elegant ,Floral ,A Line ,Medium Stretch ,Knitted Fabric ,"94% Polyester, 6% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",4.89,39.0,dresses
Burgundy ,Party ,Plain ,Cami ,Slight Stretch ,Satin ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.93,55.0,dresses
Hot Pink ,Boho ,Plain ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.93,39.0,dresses
White ,Casual ,Letter ,Bodycon ,Slight Stretch ,Flannelette ,100% Polyester ,Hand wash or professional dry clean ,4.95,39.0,dresses
Red ,Casual ,All Over Print ,Smock ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,79.0,dresses
Dusty Pink ,Casual ,Plain ,Tank ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.96,29.0,dresses
Black ,Sexy ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,4.92,39.0,dresses
Black ,Boho ,Ditsy Floral ,Cami ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.93,49.0,dresses
Blue and White ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.9,39.0,dresses
Apricot ,Casual ,Plain ,Tee ,Slight Stretch ,Fabric ,"60% Polyester, 35% Rayon, 5% Elastane ","Hand wash,do not dry clean ",0.0,49.0,dresses
Camel ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.9,69.0,dresses
Black ,Elegant ,"Plants, All Over Print ",A Line ,Non-Stretch ,Fabric ,"65% Cotton, 35% Polyester ",Machine wash or professional dry clean ,4.94,89.0,dresses
Coffee Brown ,Sexy ,Plain ,Fitted ,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.92,59.0,dresses
Mocha Brown ,Casual ,Plain ,Fitted ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.93,59.0,dresses
Multicolor ,Casual ,"Paisley, Chain Print ",Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,39.0,dresses
